round,label,rsrs_N,rsrs_M,mom_L,lambda_s,lambda_k,w_rsrs,top_k,theta_off,theta_on,rebal_threshold,rsrs_form,rr_pos,rr_neg,dxy_mom,fallback,n_changed,gold_added,gold_removed,ann_ret,ann_vol,sharpe_net,sharpe_gross,max_dd,calmar,sortino,win_rate,ann_turnover,n_days,q,blend,off,full
39,refine k=3 wr=0.4 L=252 rb=0.6,30,250,252,0.2,0.0,0.4,3,-0.7,0.7,0.6,rsrs_skew,,,,,,,,0.16126571089859865,0.1464705047120939,1.101011505460342,1.540233986149118,-0.14668759427530254,1.0993820690517015,1.4524687792427307,0.46706586826347307,45.1437125748503,2672,,,,
39,refine k=5 wr=0.2 L=120 rb=0.0,30,250,120,0.2,0.0,0.2,5,-0.7,0.7,0.0,rsrs_skew,,,,,,,,0.18562864437797866,0.14515125922258837,1.2788634791884135,1.6511458012636524,-0.10577539845512174,1.754932121165556,1.5918852675732091,0.4820359281437126,37.98862275449102,2672,,,,
39,refine k=5 wr=0.2 L=120 rb=0.2,30,250,120,0.2,0.0,0.2,5,-0.7,0.7,0.2,rsrs_skew,,,,,,,,0.18562864437797866,0.14515125922258837,1.2788634791884135,1.6511458012636524,-0.10577539845512174,1.754932121165556,1.5918852675732091,0.4820359281437126,37.98862275449102,2672,,,,
39,refine k=5 wr=0.2 L=120 rb=0.4,30,250,120,0.2,0.0,0.2,5,-0.7,0.7,0.4,rsrs_skew,,,,,,,,0.19338543367502203,0.14508968493622368,1.3328682446310878,1.6127873977391456,-0.130785359830907,1.4786474107274006,1.67653572251703,0.48540419161676646,29.217664670658685,2672,,,,
39,refine k=5 wr=0.2 L=120 rb=0.6,30,250,120,0.2,0.0,0.2,5,-0.7,0.7,0.6,rsrs_skew,,,,,,,,0.19338543367502203,0.14508968493622368,1.3328682446310878,1.6127873977391456,-0.130785359830907,1.4786474107274006,1.67653572251703,0.48540419161676646,29.217664670658685,2672,,,,
39,refine k=5 wr=0.2 L=180 rb=0.0,30,250,180,0.2,0.0,0.2,5,-0.7,0.7,0.0,rsrs_skew,,,,,,,,0.17501147679695417,0.14014879365495425,1.248754785773124,1.6052795890245894,-0.14097440616446144,1.2414414896898727,1.5650262433427369,0.47754491017964074,35.26616766467066,2672,,,,
39,refine k=5 wr=0.2 L=180 rb=0.2,30,250,180,0.2,0.0,0.2,5,-0.7,0.7,0.2,rsrs_skew,,,,,,,,0.17501147679695417,0.14014879365495425,1.248754785773124,1.6052795890245894,-0.14097440616446144,1.2414414896898727,1.5650262433427369,0.47754491017964074,35.26616766467066,2672,,,,
39,refine k=5 wr=0.2 L=180 rb=0.4,30,250,180,0.2,0.0,0.2,5,-0.7,0.7,0.4,rsrs_skew,,,,,,,,0.1863703448277012,0.13920979825045707,1.338773183855895,1.6115259809887592,-0.14423005833286684,1.2921740931254377,1.663537853054524,0.4812874251497006,27.259131736526943,2672,,,,
39,refine k=5 wr=0.2 L=180 rb=0.6,30,250,180,0.2,0.0,0.2,5,-0.7,0.7,0.6,rsrs_skew,,,,,,,,0.18589350806126714,0.13942459537898466,1.3332906404065255,1.6047661327283755,-0.14423005833286662,1.2888680085828297,1.6602479293174044,0.4809131736526946,27.218263473053895,2672,,,,
39,refine k=5 wr=0.2 L=252 rb=0.0,30,250,252,0.2,0.0,0.2,5,-0.7,0.7,0.0,rsrs_skew,,,,,,,,0.14445372101645293,0.13765042470771244,1.0494244483675705,1.428579435461073,-0.14322378696460236,1.0085874984729635,1.316180852769141,0.47155688622754494,37.77799401197605,2672,,,,
39,refine k=5 wr=0.2 L=252 rb=0.2,30,250,252,0.2,0.0,0.2,5,-0.7,0.7,0.2,rsrs_skew,,,,,,,,0.14445372101645293,0.13765042470771244,1.0494244483675705,1.428579435461073,-0.14322378696460236,1.0085874984729635,1.316180852769141,0.47155688622754494,37.77799401197605,2672,,,,
39,refine k=5 wr=0.2 L=252 rb=0.4,30,250,252,0.2,0.0,0.2,5,-0.7,0.7,0.4,rsrs_skew,,,,,,,,0.1643853017614596,0.13702383750606276,1.1996839729013298,1.4944268213487357,-0.1339831180944424,1.2269105548475683,1.485105245441372,0.47604790419161674,29.431437125748502,2672,,,,
39,refine k=5 wr=0.2 L=252 rb=0.6,30,250,252,0.2,0.0,0.2,5,-0.7,0.7,0.6,rsrs_skew,,,,,,,,0.16537797087852812,0.13703388209381132,1.2068400044692076,1.498579923542517,-0.13398311809444274,1.234319466740247,1.4936040724436481,0.47642215568862273,29.139071856287423,2672,,,,
39,refine k=5 wr=0.3 L=120 rb=0.0,30,250,120,0.2,0.0,0.3,5,-0.7,0.7,0.0,rsrs_skew,,,,,,,,0.17686391555412162,0.1448789527558478,1.2207702512329404,1.6099042889852802,-0.10577539845512196,1.6720704259900365,1.5467802169021914,0.4801646706586826,39.83712574850299,2672,,,,
39,refine k=5 wr=0.3 L=120 rb=0.2,30,250,120,0.2,0.0,0.3,5,-0.7,0.7,0.2,rsrs_skew,,,,,,,,0.17686391555412162,0.1448789527558478,1.2207702512329404,1.6099042889852802,-0.10577539845512196,1.6720704259900365,1.5467802169021914,0.4801646706586826,39.83712574850299,2672,,,,
39,refine k=5 wr=0.3 L=120 rb=0.4,30,250,120,0.2,0.0,0.3,5,-0.7,0.7,0.4,rsrs_skew,,,,,,,,0.19004665246348318,0.14352221204811305,1.3241619520173902,1.6312817252673466,-0.1057753984551213,1.796699943835397,1.6759712195203422,0.48315868263473055,31.45284431137725,2672,,,,
39,refine k=5 wr=0.3 L=120 rb=0.6,30,250,120,0.2,0.0,0.3,5,-0.7,0.7,0.6,rsrs_skew,,,,,,,,0.1890368031212022,0.14351333937381586,1.3172071944393215,1.6254323912758535,-0.10577539845512218,1.787152834043974,1.6675926964556702,0.48278443113772457,31.55658682634731,2672,,,,
39,refine k=5 wr=0.3 L=180 rb=0.0,30,250,180,0.2,0.0,0.3,5,-0.7,0.7,0.0,rsrs_skew,,,,,,,,0.1722081328685494,0.14078356253932617,1.2232119273188955,1.6092468443458035,-0.1504235275042317,1.1448217956709257,1.5442706358550324,0.4745508982035928,38.057784431137726,2672,,,,
39,refine k=5 wr=0.3 L=180 rb=0.2,30,250,180,0.2,0.0,0.3,5,-0.7,0.7,0.2,rsrs_skew,,,,,,,,0.1722081328685494,0.14078356253932617,1.2232119273188955,1.6092468443458035,-0.1504235275042317,1.1448217956709257,1.5442706358550324,0.4745508982035928,38.057784431137726,2672,,,,
