round,label,rsrs_N,rsrs_M,mom_L,lambda_s,lambda_k,w_rsrs,top_k,theta_off,theta_on,rebal_threshold,rsrs_form,trend_ma_window,exclude_buckets,off,full,ann_ret,ann_vol,sharpe_net,sharpe_gross,max_dd,calmar,sortino,win_rate,ann_turnover,n_days,w_macro,yield_gate
23,refine L=180 wr=0.3 k=5 rb=0.6,30,250,180,0.2,0.0,0.3,5,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.1276090457574428,0.12887081499070804,0.9902090381491246,1.2100929760157852,-0.17245799779138893,0.7399427535497836,1.0618413905036483,0.6216317365269461,20.907260479041916,2672,,
23,refine L=180 wr=0.3 k=7 rb=0.0,30,250,180,0.2,0.0,0.3,7,-0.7,0.7,0.0,rsrs_skew,200.0,[],"[1, 3]",[2],0.1100931129538949,0.12466925542090332,0.8830814989806666,1.2395779920015142,-0.17637317382169626,0.6242055442353897,0.9808211202291562,0.5752245508982036,32.83473053892215,2672,,
23,refine L=180 wr=0.3 k=7 rb=0.2,30,250,180,0.2,0.0,0.3,7,-0.7,0.7,0.2,rsrs_skew,200.0,[],"[1, 3]",[2],0.11321335627818208,0.12492644027189886,0.9062401524591304,1.23326998965402,-0.17003460632911993,0.6658253794468502,1.0035840810422345,0.5789670658682635,30.293712574850304,2672,,
23,refine L=180 wr=0.3 k=7 rb=0.4,30,250,180,0.2,0.0,0.3,7,-0.7,0.7,0.4,rsrs_skew,200.0,[],"[1, 3]",[2],0.11383261744339634,0.12301968471498259,0.9253203477730312,1.161375684948189,-0.16666914237402797,0.6829855594261153,1.0212544482867925,0.5857035928143712,22.118937125748502,2672,,
23,refine L=180 wr=0.3 k=7 rb=0.6,30,250,180,0.2,0.0,0.3,7,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.13085404782527932,0.11934690976055443,1.0964175619445167,1.2686248354365106,-0.13864988409646395,0.9437732218675294,1.1479211319677374,0.624625748502994,15.776721556886228,2672,,
23,refine L=180 wr=0.4 k=3 rb=0.0,30,250,180,0.2,0.0,0.4,3,-0.7,0.7,0.0,rsrs_skew,200.0,[],"[1, 3]",[2],0.1012922087157484,0.13895322109262292,0.7289662515144533,1.1491410860529798,-0.15435089320967432,0.6562463398132099,0.8437693432671066,0.5688622754491018,42.754491017964064,2672,,
23,refine L=180 wr=0.4 k=3 rb=0.2,30,250,180,0.2,0.0,0.4,3,-0.7,0.7,0.2,rsrs_skew,200.0,[],"[1, 3]",[2],0.1012922087157484,0.13895322109262292,0.7289662515144533,1.1491410860529798,-0.15435089320967432,0.6562463398132099,0.8437693432671066,0.5688622754491018,42.754491017964064,2672,,
23,refine L=180 wr=0.4 k=3 rb=0.4,30,250,180,0.2,0.0,0.4,3,-0.7,0.7,0.4,rsrs_skew,200.0,[],"[1, 3]",[2],0.10986911659034826,0.13848270733448348,0.7933778787626997,1.1635478009007423,-0.12747959790197716,0.8618564727104794,0.9162500841287063,0.5737275449101796,37.52020958083832,2672,,
23,refine L=180 wr=0.4 k=3 rb=0.6,30,250,180,0.2,0.0,0.4,3,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.10359777582930607,0.1379877323898684,0.7507752612138195,1.1092828066401414,-0.12747959790197727,0.8126616143625224,0.8389297862221965,0.6044161676646707,36.18413173652694,2672,,
23,refine L=180 wr=0.4 k=5 rb=0.0,30,250,180,0.2,0.0,0.4,5,-0.7,0.7,0.0,rsrs_skew,200.0,[],"[1, 3]",[2],0.1153141683878518,0.13115886179929426,0.8791946408036936,1.2706606307507353,-0.18979601935825863,0.607568951012534,0.9867444408737845,0.5744760479041916,37.23413173652694,2672,,
23,refine L=180 wr=0.4 k=5 rb=0.2,30,250,180,0.2,0.0,0.4,5,-0.7,0.7,0.2,rsrs_skew,200.0,[],"[1, 3]",[2],0.11610389854053271,0.1310982848818697,0.8856248473818848,1.244422752584167,-0.1908978869868082,0.6081989715714137,0.9915026684188203,0.5744760479041916,34.34820359281437,2672,,
23,refine L=180 wr=0.4 k=5 rb=0.4,30,250,180,0.2,0.0,0.4,5,-0.7,0.7,0.4,rsrs_skew,200.0,[],"[1, 3]",[2],0.1368922542252886,0.12918340453222057,1.0596736842552041,1.3119285341487856,-0.14980473709009212,0.9138045757722736,1.1588484663339116,0.594685628742515,23.89064371257485,2672,,
23,refine L=180 wr=0.4 k=5 rb=0.6,30,250,180,0.2,0.0,0.4,5,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.1264654661399045,0.12997478291294112,0.9730000182005519,1.2059683025488026,-0.1818786086404971,0.6953289729078437,1.031611001038097,0.6212574850299402,22.26534431137725,2672,,
23,refine L=180 wr=0.4 k=7 rb=0.0,30,250,180,0.2,0.0,0.4,7,-0.7,0.7,0.0,rsrs_skew,200.0,[],"[1, 3]",[2],0.1135198345100874,0.12428977759308169,0.9133481184731498,1.2839651454047427,-0.20531268069933428,0.552911949341936,1.021141242793097,0.5763473053892215,33.89910179640718,2672,,
23,refine L=180 wr=0.4 k=7 rb=0.2,30,250,180,0.2,0.0,0.4,7,-0.7,0.7,0.2,rsrs_skew,200.0,[],"[1, 3]",[2],0.11632165228099556,0.12469607916925071,0.932841297464626,1.2747813636253258,-0.19751677652358968,0.5889203657953739,1.041357062274072,0.5782185628742516,31.492814371257484,2672,,
23,refine L=180 wr=0.4 k=7 rb=0.4,30,250,180,0.2,0.0,0.4,7,-0.7,0.7,0.4,rsrs_skew,200.0,[],"[1, 3]",[2],0.1194486914926205,0.12137939167453288,0.9840936739319853,1.23749776807186,-0.1725734569121471,0.6921614344981737,1.0931486941903452,0.5842065868263473,23.237200598802396,2672,,
23,refine L=180 wr=0.4 k=7 rb=0.6,30,250,180,0.2,0.0,0.4,7,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.10775350007899398,0.11965270892732635,0.900552114908158,1.081235562396622,-0.1733977972873766,0.6214236960600564,0.9427316656538564,0.6235029940119761,16.77372754491018,2672,,
23,refine L=180 wr=0.5 k=3 rb=0.0,30,250,180,0.2,0.0,0.5,3,-0.7,0.7,0.0,rsrs_skew,200.0,[],"[1, 3]",[2],0.09843204886779722,0.14019357250285472,0.7021152761179039,1.131436094124138,-0.18934856118924093,0.5198457714681081,0.8073365185866886,0.5692365269461078,44.043413173652695,2672,,
23,refine L=180 wr=0.5 k=3 rb=0.2,30,250,180,0.2,0.0,0.5,3,-0.7,0.7,0.2,rsrs_skew,200.0,[],"[1, 3]",[2],0.09843204886779722,0.14019357250285472,0.7021152761179039,1.131436094124138,-0.18934856118924093,0.5198457714681081,0.8073365185866886,0.5692365269461078,44.043413173652695,2672,,
23,refine L=180 wr=0.5 k=3 rb=0.4,30,250,180,0.2,0.0,0.5,3,-0.7,0.7,0.4,rsrs_skew,200.0,[],"[1, 3]",[2],0.11008525298477778,0.13952202189572055,0.7890170418190761,1.1699182304731854,-0.13094603245133662,0.8406917790784435,0.89812076213225,0.5782185628742516,38.746257485029936,2672,,
23,refine L=180 wr=0.5 k=3 rb=0.6,30,250,180,0.2,0.0,0.5,3,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.1034380508336088,0.1390294632984163,0.7440009360576094,1.1131303513820372,-0.1309460324513365,0.7899288653289246,0.8190581759000107,0.6089071856287425,37.41017964071856,2672,,
23,refine L=180 wr=0.5 k=5 rb=0.0,30,250,180,0.2,0.0,0.5,5,-0.7,0.7,0.0,rsrs_skew,200.0,[],"[1, 3]",[2],0.1066624059122312,0.13208627168405662,0.8075207555813373,1.2166730712810687,-0.22823209730629312,0.4673418295284191,0.9256174055827753,0.5703592814371258,39.38443113772455,2672,,
23,refine L=180 wr=0.5 k=5 rb=0.2,30,250,180,0.2,0.0,0.5,5,-0.7,0.7,0.2,rsrs_skew,200.0,[],"[1, 3]",[2],0.11428030844813919,0.13217523498298336,0.864612107274498,1.241962832076219,-0.19782726214463175,0.5776772483692805,0.9878064978524053,0.5711077844311377,36.30988023952096,2672,,
23,refine L=180 wr=0.5 k=5 rb=0.4,30,250,180,0.2,0.0,0.5,5,-0.7,0.7,0.4,rsrs_skew,200.0,[],"[1, 3]",[2],0.12703699451599704,0.13008168091666908,0.9765940416881415,1.2435082634408696,-0.15828742326392886,0.8025716250631942,1.1081567293867116,0.5857035928143712,25.56938622754491,2672,,
23,refine L=180 wr=0.5 k=5 rb=0.6,30,250,180,0.2,0.0,0.5,5,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.11628258834623839,0.1300969352292937,0.8938149706700796,1.143476656056999,-0.15695324160667667,0.7408740791581829,0.9848820151626563,0.6122754491017964,24.000673652694612,2672,,
23,refine L=180 wr=0.5 k=7 rb=0.0,30,250,180,0.2,0.0,0.5,7,-0.7,0.7,0.0,rsrs_skew,200.0,[],"[1, 3]",[2],0.11468822022317715,0.12404826169570377,0.9245451621443335,1.3094237211126143,-0.2205615567043966,0.5199828199294306,1.0523689356594428,0.5755988023952096,34.93652694610778,2672,,
23,refine L=180 wr=0.5 k=7 rb=0.2,30,250,180,0.2,0.0,0.5,7,-0.7,0.7,0.2,rsrs_skew,200.0,[],"[1, 3]",[2],0.11635695339851826,0.12432999906881698,0.9358719075845435,1.2938595759078166,-0.21653355889089032,0.5373622176373579,1.061592529568743,0.5785928143712575,32.67844311377245,2672,,
23,refine L=180 wr=0.5 k=7 rb=0.4,30,250,180,0.2,0.0,0.5,7,-0.7,0.7,0.4,rsrs_skew,200.0,[],"[1, 3]",[2],0.11836513894893042,0.12230771292477789,0.9677651238702153,1.2247967876399988,-0.19773459983933805,0.5986061065949189,1.0843793134101216,0.5849550898203593,23.627919161676648,2672,,
23,refine L=180 wr=0.5 k=7 rb=0.6,30,250,180,0.2,0.0,0.5,7,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.12398785933941703,0.11841608487119072,1.0470525138057647,1.2373918693007255,-0.15978193376773187,0.7759817171799464,1.1308647835386365,0.6205089820359282,17.083607784431138,2672,,
23,refine L=252 wr=0.2 k=3 rb=0.0,30,250,252,0.2,0.0,0.2,3,-0.7,0.7,0.0,rsrs_skew,200.0,[],"[1, 3]",[2],0.08617792610845765,0.1305707131646848,0.6600096148648901,1.0248748225037847,-0.19649720339698562,0.43857075123024203,0.7191332646733521,0.5812125748502994,36.21556886227545,2672,,
23,refine L=252 wr=0.2 k=3 rb=0.2,30,250,252,0.2,0.0,0.2,3,-0.7,0.7,0.2,rsrs_skew,200.0,[],"[1, 3]",[2],0.08617792610845765,0.1305707131646848,0.6600096148648901,1.0248748225037847,-0.19649720339698562,0.43857075123024203,0.7191332646733521,0.5812125748502994,36.21556886227545,2672,,
23,refine L=252 wr=0.2 k=3 rb=0.4,30,250,252,0.2,0.0,0.2,3,-0.7,0.7,0.4,rsrs_skew,200.0,[],"[1, 3]",[2],0.09492938102882831,0.13276206029901624,0.715033954843888,1.0351024672237845,-0.1273389966855023,0.745485542526158,0.7803845025407539,0.5823353293413174,32.333083832335326,2672,,
23,refine L=252 wr=0.2 k=3 rb=0.6,30,250,252,0.2,0.0,0.2,3,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.09914638675121612,0.1324732944663724,0.7484254630383927,1.054749916012378,-0.12733899668550253,0.7786019156102232,0.7959867718460217,0.6085329341317365,30.588323353293408,2672,,
23,refine L=252 wr=0.2 k=5 rb=0.0,30,250,252,0.2,0.0,0.2,5,-0.7,0.7,0.0,rsrs_skew,200.0,[],"[1, 3]",[2],0.09062289587948369,0.12741068974303368,0.7112660331896413,1.0643499239966767,-0.15006578418348393,0.6038877974254276,0.7940902480306643,0.5763473053892215,33.94738023952095,2672,,
23,refine L=252 wr=0.2 k=5 rb=0.2,30,250,252,0.2,0.0,0.2,5,-0.7,0.7,0.2,rsrs_skew,200.0,[],"[1, 3]",[2],0.09147733274636094,0.1277813758403761,0.7158894020724428,1.0440047791057412,-0.15347792620967127,0.5960292467165,0.7954539947290985,0.5789670658682635,31.79236526946108,2672,,
23,refine L=252 wr=0.2 k=5 rb=0.4,30,250,252,0.2,0.0,0.2,5,-0.7,0.7,0.4,rsrs_skew,200.0,[],"[1, 3]",[2],0.11311568876474243,0.12754461105341122,0.8868715646274818,1.1043248353392277,-0.1589969559031077,0.7114330467664728,0.9670857713544124,0.5950598802395209,21.38038922155689,2672,,
23,refine L=252 wr=0.2 k=5 rb=0.6,30,250,252,0.2,0.0,0.2,5,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.116162335175789,0.1269207340440864,0.9152352927256122,1.11393537312474,-0.1464987921240274,0.7929235012220768,0.9759612151152963,0.6201347305389222,19.288248502994016,2672,,
23,refine L=252 wr=0.2 k=7 rb=0.0,30,250,252,0.2,0.0,0.2,7,-0.7,0.7,0.0,rsrs_skew,200.0,[],"[1, 3]",[2],0.08672185493161155,0.12267191242139608,0.706941411606181,1.0473127100218862,-0.17868625695166496,0.48533030133968286,0.7716870406182724,0.5823353293413174,31.697829341317362,2672,,
23,refine L=252 wr=0.2 k=7 rb=0.2,30,250,252,0.2,0.0,0.2,7,-0.7,0.7,0.2,rsrs_skew,200.0,[],"[1, 3]",[2],0.0850024439561905,0.1228895763249688,0.6916977541806337,1.0110750156784085,-0.18833308082310185,0.4513410155278662,0.7534640017507163,0.5834580838323353,29.982934131736528,2672,,
23,refine L=252 wr=0.2 k=7 rb=0.4,30,250,252,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,200.0,[],"[1, 3]",[2],0.10714916948914777,0.12255852255917044,0.8742694286104572,1.1004591467007463,-0.14023763257696553,0.7640543235093613,0.9327477327220952,0.5954341317365269,21.518488023952095,2672,,
23,refine L=252 wr=0.2 k=7 rb=0.6,30,250,252,0.2,0.0,0.2,7,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.11224790462959211,0.12023824357686365,0.9335457778692215,1.0909752495384153,-0.1663422528160441,0.6748009163596319,0.9698831586233656,0.6201347305389222,15.024476047904189,2672,,
23,refine L=252 wr=0.3 k=3 rb=0.0,30,250,252,0.2,0.0,0.3,3,-0.7,0.7,0.0,rsrs_skew,200.0,[],"[1, 3]",[2],0.0957251460477091,0.13533962171688999,0.7072958002494762,1.1043460985272118,-0.17691069860256237,0.5410930305733507,0.8238220987762995,0.5684880239520959,40.14520958083832,2672,,
23,refine L=252 wr=0.3 k=3 rb=0.2,30,250,252,0.2,0.0,0.3,3,-0.7,0.7,0.2,rsrs_skew,200.0,[],"[1, 3]",[2],0.0957251460477091,0.13533962171688999,0.7072958002494762,1.1043460985272118,-0.17691069860256237,0.5410930305733507,0.8238220987762995,0.5684880239520959,40.14520958083832,2672,,
23,refine L=252 wr=0.3 k=3 rb=0.4,30,250,252,0.2,0.0,0.3,3,-0.7,0.7,0.4,rsrs_skew,200.0,[],"[1, 3]",[2],0.09560262628269811,0.13586796965578232,0.7036435925619899,1.0534779359184947,-0.1922239972897034,0.49735011044752175,0.8205567594158985,0.5692365269461078,35.72829341317365,2672,,
23,refine L=252 wr=0.3 k=3 rb=0.6,30,250,252,0.2,0.0,0.3,3,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.09870034877007106,0.1357760305270787,0.7269350001389723,1.060229384553796,-0.19222399728970252,0.5134652809311777,0.8270325882337737,0.5976796407185628,33.76347305389222,2672,,
23,refine L=252 wr=0.3 k=5 rb=0.0,30,250,252,0.2,0.0,0.3,5,-0.7,0.7,0.0,rsrs_skew,200.0,[],"[1, 3]",[2],0.08818244134587294,0.1275752060630053,0.6912192742398744,1.075059346646039,-0.16125390942989515,0.5468545950770273,0.7721221157009283,0.5774700598802395,36.70127245508982,2672,,
23,refine L=252 wr=0.3 k=5 rb=0.2,30,250,252,0.2,0.0,0.3,5,-0.7,0.7,0.2,rsrs_skew,200.0,[],"[1, 3]",[2],0.09467035191975004,0.12775422743645948,0.7410349842774149,1.1023615727229579,-0.131427787064064,0.7203221939178153,0.8238442994880716,0.5819610778443114,34.54625748502994,2672,,
23,refine L=252 wr=0.3 k=5 rb=0.4,30,250,252,0.2,0.0,0.3,5,-0.7,0.7,0.4,rsrs_skew,200.0,[],"[1, 3]",[2],0.11941280779183905,0.12914375264056607,0.9246502858267541,1.1671276310878447,-0.13352369120463103,0.8943192531191605,1.0215042558742085,0.592814371257485,23.780613772455094,2672,,
23,refine L=252 wr=0.3 k=5 rb=0.6,30,250,252,0.2,0.0,0.3,5,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.11701885811154722,0.1289781068644255,0.907276908898584,1.1283684137826455,-0.14704887902204333,0.7957820480495165,0.9776015334120609,0.6175149700598802,21.608308383233535,2672,,
23,refine L=252 wr=0.3 k=7 rb=0.0,30,250,252,0.2,0.0,0.3,7,-0.7,0.7,0.0,rsrs_skew,200.0,[],"[1, 3]",[2],0.08315556805961877,0.12136634404270646,0.6851616790101046,1.0467839521105196,-0.18170011703098676,0.45765280407297476,0.740713746668761,0.5853293413173652,33.260703592814366,2672,,
23,refine L=252 wr=0.3 k=7 rb=0.2,30,250,252,0.2,0.0,0.3,7,-0.7,0.7,0.2,rsrs_skew,200.0,[],"[1, 3]",[2],0.08434438441347547,0.12149571219002125,0.694216963653495,1.0331336823870316,-0.17341141185548592,0.4863831250261931,0.7488511238209802,0.5864520958083832,31.316766467065865,2672,,
23,refine L=252 wr=0.3 k=7 rb=0.4,30,250,252,0.2,0.0,0.3,7,-0.7,0.7,0.4,rsrs_skew,200.0,[],"[1, 3]",[2],0.10115341314908743,0.1229306434917868,0.8228494562126462,1.0584725476281023,-0.16914651225159438,0.5980224587701125,0.8737576919746598,0.5961826347305389,22.448128742514967,2672,,
23,refine L=252 wr=0.3 k=7 rb=0.6,30,250,252,0.2,0.0,0.3,7,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.10709459964223211,0.11792384647008146,0.9081674559301554,1.0852997891565763,-0.1429229036344717,0.7493172676936987,0.9416003754468998,0.6231287425149701,16.422080838323353,2672,,
23,refine L=252 wr=0.4 k=3 rb=0.0,30,250,252,0.2,0.0,0.4,3,-0.7,0.7,0.0,rsrs_skew,200.0,[],"[1, 3]",[2],0.1007258124955337,0.1369699842397523,0.7353860267606018,1.1671537215951096,-0.17583827936908003,0.5728321094641332,0.8852091608722035,0.5654940119760479,43.50898203592814,2672,,
23,refine L=252 wr=0.4 k=3 rb=0.2,30,250,252,0.2,0.0,0.4,3,-0.7,0.7,0.2,rsrs_skew,200.0,[],"[1, 3]",[2],0.1007258124955337,0.1369699842397523,0.7353860267606018,1.1671537215951096,-0.17583827936908003,0.5728321094641332,0.8852091608722035,0.5654940119760479,43.50898203592814,2672,,
23,refine L=252 wr=0.4 k=3 rb=0.4,30,250,252,0.2,0.0,0.4,3,-0.7,0.7,0.4,rsrs_skew,200.0,[],"[1, 3]",[2],0.10329207620861736,0.13733907584262509,0.7520953201037868,1.1381154766360482,-0.18771848933805546,0.5502498798751911,0.9038426804053096,0.5703592814371258,39.060628742514965,2672,,
23,refine L=252 wr=0.4 k=3 rb=0.6,30,250,252,0.2,0.0,0.4,3,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.10838156195156756,0.13726883823545752,0.789556925991174,1.159089502265929,-0.18771848933805535,0.5773622104767058,0.9257811717648897,0.5991766467065869,37.032934131736525,2672,,
23,refine L=252 wr=0.4 k=5 rb=0.0,30,250,252,0.2,0.0,0.4,5,-0.7,0.7,0.0,rsrs_skew,200.0,[],"[1, 3]",[2],0.09419410680829743,0.1307184540723129,0.7205876743018216,1.1243482546409593,-0.18623649474799442,0.5057768453801497,0.8004054279691183,0.5770958083832335,39.19109281437126,2672,,
23,refine L=252 wr=0.4 k=5 rb=0.2,30,250,252,0.2,0.0,0.4,5,-0.7,0.7,0.2,rsrs_skew,200.0,[],"[1, 3]",[2],0.09355604057366285,0.1311891228293809,0.7131387004952989,1.0894113141957706,-0.18155363390432422,0.5153080032700714,0.7887135343569935,0.5789670658682635,36.828592814371255,2672,,
23,refine L=252 wr=0.4 k=5 rb=0.4,30,250,252,0.2,0.0,0.4,5,-0.7,0.7,0.4,rsrs_skew,200.0,[],"[1, 3]",[2],0.10471529200767882,0.13260625051196115,0.7896708609390434,1.0324077747704283,-0.163841353386306,0.6391261414984808,0.8691670910822009,0.5860778443113772,24.56339820359282,2672,,
23,refine L=252 wr=0.4 k=5 rb=0.6,30,250,252,0.2,0.0,0.4,5,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.10486772484595086,0.1317862435556621,0.795741057765701,1.0187529770582504,-0.1638413533863059,0.6400565100234081,0.8570993898913757,0.6107784431137725,22.3250748502994,2672,,
23,refine L=252 wr=0.4 k=7 rb=0.0,30,250,252,0.2,0.0,0.4,7,-0.7,0.7,0.0,rsrs_skew,200.0,[],"[1, 3]",[2],0.08574335531158606,0.12253534366823052,0.6997438677263575,1.0791089116713637,-0.21856915637785457,0.3922939390558657,0.7640786105014381,0.5827095808383234,34.944835329341316,2672,,
23,refine L=252 wr=0.4 k=7 rb=0.2,30,250,252,0.2,0.0,0.4,7,-0.7,0.7,0.2,rsrs_skew,200.0,[],"[1, 3]",[2],0.08364916717578796,0.12260283099278513,0.6822776154386722,1.0426355186901457,-0.21607641378064746,0.387127709647687,0.7436309082384055,0.5838323353293413,33.39161676646707,2672,,
23,refine L=252 wr=0.4 k=7 rb=0.4,30,250,252,0.2,0.0,0.4,7,-0.7,0.7,0.4,rsrs_skew,200.0,[],"[1, 3]",[2],0.10069804013051753,0.12130063123772503,0.830152647212276,1.0929225755005858,-0.1690478448896321,0.5956777514452268,0.8809243197314892,0.5965568862275449,24.365793413173648,2672,,
23,refine L=252 wr=0.4 k=7 rb=0.6,30,250,252,0.2,0.0,0.4,7,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.11819889937483596,0.12029031847280901,0.9826135708631797,1.167106244525545,-0.13326653317147852,0.88693610137472,1.0320952582683887,0.624251497005988,17.234056886227545,2672,,
23,refine L=252 wr=0.5 k=3 rb=0.0,30,250,252,0.2,0.0,0.5,3,-0.7,0.7,0.0,rsrs_skew,200.0,[],"[1, 3]",[2],0.09807960376554692,0.1386570713717799,0.7073537814928097,1.1467015613834104,-0.16532178828667987,0.5932648369098804,0.841502044579316,0.5643712574850299,44.86077844311377,2672,,
23,refine L=252 wr=0.5 k=3 rb=0.2,30,250,252,0.2,0.0,0.5,3,-0.7,0.7,0.2,rsrs_skew,200.0,[],"[1, 3]",[2],0.09807960376554692,0.1386570713717799,0.7073537814928097,1.1467015613834104,-0.16532178828667987,0.5932648369098804,0.841502044579316,0.5643712574850299,44.86077844311377,2672,,
23,refine L=252 wr=0.5 k=3 rb=0.4,30,250,252,0.2,0.0,0.5,3,-0.7,0.7,0.4,rsrs_skew,200.0,[],"[1, 3]",[2],0.10340796065580138,0.13947564316927596,0.7414051536604087,1.135977691235458,-0.15954200796903728,0.6481550656919777,0.8774758575090944,0.5711077844311377,40.53817365269461,2672,,
23,refine L=252 wr=0.5 k=3 rb=0.6,30,250,252,0.2,0.0,0.5,3,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.10906499716248463,0.13944198048357495,0.7821532424041521,1.1606104986304642,-0.1561892855255581,0.698287317183724,0.9027330826152622,0.6010479041916168,38.51047904191617,2672,,
23,refine L=252 wr=0.5 k=5 rb=0.0,30,250,252,0.2,0.0,0.5,5,-0.7,0.7,0.0,rsrs_skew,200.0,[],"[1, 3]",[2],0.09679764398689716,0.1299452391531996,0.7449110457427154,1.1569116061768936,-0.20498770645739517,0.47221194704676434,0.840393487126725,0.5812125748502994,39.45516467065869,2672,,
23,refine L=252 wr=0.5 k=5 rb=0.2,30,250,252,0.2,0.0,0.5,5,-0.7,0.7,0.2,rsrs_skew,200.0,[],"[1, 3]",[2],0.09722509961426584,0.13040084967960025,0.7455863965085469,1.1322426332262563,-0.2044275969714121,0.47559674454257833,0.8368779050925628,0.5823353293413174,37.281287425149706,2672,,
23,refine L=252 wr=0.5 k=5 rb=0.4,30,250,252,0.2,0.0,0.5,5,-0.7,0.7,0.4,rsrs_skew,200.0,[],"[1, 3]",[2],0.11255310029748511,0.13103120418749165,0.8589793629342951,1.132565248400287,-0.17501863785937022,0.643092082501082,0.9637615303060144,0.5879491017964071,26.779715568862276,2672,,
23,refine L=252 wr=0.5 k=5 rb=0.6,30,250,252,0.2,0.0,0.5,5,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.11820379918527113,0.13056919068401257,0.9052962537796023,1.1600349766661917,-0.1422321878384627,0.8310622298766766,0.993571829635661,0.6145209580838323,24.569685628742516,2672,,
23,refine L=252 wr=0.5 k=7 rb=0.0,30,250,252,0.2,0.0,0.5,7,-0.7,0.7,0.0,rsrs_skew,200.0,[],"[1, 3]",[2],0.08571224732320148,0.12262486645176666,0.6989793326862915,1.0827381761811492,-0.23514098424265395,0.36451428320445683,0.7801093686124994,0.5823353293413174,35.37597305389221,2672,,
23,refine L=252 wr=0.5 k=7 rb=0.2,30,250,252,0.2,0.0,0.5,7,-0.7,0.7,0.2,rsrs_skew,200.0,[],"[1, 3]",[2],0.08387542827784689,0.1227511738809703,0.6832963435378585,1.0470692698609636,-0.23359615005058243,0.35906168941433614,0.761133496240272,0.5834580838323353,33.75538922155688,2672,,
23,refine L=252 wr=0.5 k=7 rb=0.4,30,250,252,0.2,0.0,0.5,7,-0.7,0.7,0.4,rsrs_skew,200.0,[],"[1, 3]",[2],0.09455873478063315,0.1214102131767008,0.7788367412139543,1.0514817097976814,-0.18606744935313302,0.5081960069285002,0.8452164347750498,0.593937125748503,25.335853293413173,2672,,
23,refine L=252 wr=0.5 k=7 rb=0.6,30,250,252,0.2,0.0,0.5,7,-0.7,0.7,0.6,rsrs_skew,200.0,[],"[1, 3]",[2],0.1158417174923505,0.11912412365011753,0.9724454958643989,1.1596823886247658,-0.13326653317147874,0.8692483756840353,1.0283733863789208,0.6223802395209581,17.270883233532935,2672,,
24,final w_macro=0.0 yield=False,30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,,,"[1, 3]",[2],0.14651429377792002,0.12524962209225976,1.1697783301094238,1.3734179909332613,-0.15341356955867091,0.9550282559711097,1.264179678593527,0.594685628742515,19.168338323353296,2672,0.0,False
24,final w_macro=0.0 yield=True,30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,,,"[1, 3]",[2],0.03461329071343666,0.1670419049976671,0.20721321822760622,0.5093352100503818,-0.49732915456879834,0.06959835432018376,0.2071073883460689,0.5741017964071856,43.46160179640718,2672,0.0,True
24,final w_macro=0.1 yield=False,30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,,,"[1, 3]",[2],0.13651348786939366,0.12576054606849457,1.0855033008129797,1.2875582000460586,-0.16195229610439454,0.8429240656236018,1.1606656894604883,0.5950598802395209,19.370434131736527,2672,0.1,False
24,final w_macro=0.1 yield=True,30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,,,"[1, 3]",[2],0.028665635210413987,0.16727287045963574,0.17137049858501252,0.47441891918650353,-0.5112059899413286,0.056074529200457836,0.16988207884541054,0.5737275449101796,43.87926646706587,2672,0.1,True
24,final w_macro=0.2 yield=False,30,250,180,0.2,0.0,0.2,7,-0.7,0.7,0.4,rsrs_skew,,,"[1, 3]",[2],0.12986513890528517,0.1231724400767827,1.0543360091293994,1.2637626900162633,-0.16326863046726936,0.7954077800102536,1.1607049610349944,0.5894461077844312,19.66684131736527,2672,0.2,False
