ts_code,industry,size_bin,total_mv,ag_2y_q,nsi_2y_q,ag_orth_nsi,g4,signal,weight
002766.SZ,汽车配件,s3,450690.2297,-0.0024758438026278276,-0.017153252235234957,0.5485680849566673,0.4017000942625709,0.7116837581983446,0.0013679890560875513
002245.SZ,电气设备,s5,1423929.5197,0.00044362710802468695,-0.0,0.4815307632397744,0.46838759274873404,0.7114188988857296,0.0013679890560875513
603009.SH,汽车配件,s5,1331423.4187,-0.06574844700590819,0.05632067568215612,0.2737518671591798,0.6746982244478696,0.7103072417382069,0.0013679890560875513
601106.SH,工程机械,s4,1783023.561,0.03118538884231126,-0.0,0.4820299186974403,0.4664201264848805,0.710307206588964,0.0013679890560875513
600259.SH,小金属,s3,1116967.2212,-0.014683549483447083,-0.0,0.48184923809452473,0.4664201264848805,0.7101704090978675,0.0013679890560875513
300458.SZ,半导体,s4,3042934.8094,0.003853266653394713,-0.005403815160225155,0.4532838174474309,0.4942014505433303,0.7095767513151675,0.0013679890560875513
000059.SZ,石油加工,s4,793323.4984,0.13977445178735284,-0.0,0.4805824285701017,0.4664201264848805,0.7092112781129046,0.0013679890560875513
002146.SZ,全国地产,s3,630483.7584,0.3518262168472654,-0.0,0.4790154651382954,0.4664201264848805,0.7080248936164399,0.0013679890560875513
000421.SZ,供气供热,s3,336419.6205,0.06777085041353417,0.003926706907386512,0.46305652611386017,0.48214430137657016,0.7078471482257295,0.0013679890560875513
002283.SZ,汽车配件,s4,648351.1343,-0.020039648807154763,-0.0,0.4746137187372877,0.4703888822138003,0.7076970662976576,0.0013679890560875513
603098.SH,装修装饰,s4,496523.9798,0.25017788186958545,-0.0016703786873577043,0.4847706771752064,0.4597312323975842,0.7073179811979876,0.0013679890560875513
002270.SZ,电气设备,s4,1237687.3202,-0.0016968347612979935,-0.0,0.47527007516609254,0.46838759274873404,0.7066787861830002,0.0013679890560875513
600622.SH,区域地产,s3,476899.9578,0.27578365160371426,-0.0,0.4751566161414441,0.4664201264848805,0.7051032691987051,0.0013679890560875513
688387.SH,通信设备,s5,1849543.75,0.09586196585251656,-0.0,0.4741600763201349,0.4664201264848805,0.7043487656984236,0.0013679890560875513
300456.SZ,半导体,s3,1140055.8496,-0.004954343739989471,0.0014672767413067354,0.4184767085641212,0.5217161730079283,0.7040555157752824,0.0013679890560875513
300978.SZ,汽车配件,s3,406640.0349,-0.02193827142435498,-0.0,0.4690603920715389,0.4703888822138003,0.7034925133857536,0.0013679890560875513
600135.SH,塑料,s4,376802.1344,0.06370835692360666,-0.0,0.47231341223676304,0.4664201264848805,0.7029506133266321,0.0013679890560875513
