rebal_date,phase,top_n
2021-10-13,19,159980.SZ;515220.SS;159949.SZ
2021-11-11,19,512660.SS;159949.SZ;159915.SZ
2021-12-10,19,159949.SZ;512660.SS;159915.SZ
2022-01-11,19,159980.SZ;510500.SS;512980.SS
2022-02-16,19,159980.SZ;515220.SS;510880.SS
2022-03-17,19,159980.SZ;515220.SS;518880.SS
2022-04-19,19,515220.SS;159980.SZ;510880.SS
2022-05-23,19,515220.SS;510880.SS;518880.SS
2022-06-22,19,515220.SS;159949.SZ;510500.SS
2022-07-21,19,512660.SS;510500.SS;515880.SS
2022-08-19,19,512660.SS;515220.SS;510500.SS
2022-09-20,19,515220.SS;510880.SS;512660.SS
2022-10-26,19,518880.SS;512660.SS;159980.SZ
2022-11-24,19,518880.SS;159980.SZ;512290.SS
2022-12-23,19,518880.SS;159980.SZ;512690.SS
2023-01-31,19,159980.SZ;518880.SS;510050.SS
2023-03-01,19,515880.SS;510880.SS;510500.SS
2023-03-30,19,512980.SS;518880.SS;515880.SS
2023-05-04,19,512980.SS;518880.SS;510880.SS
2023-06-02,19,518880.SS;515880.SS;512980.SS
2023-07-05,19,518880.SS;515880.SS;159980.SZ
2023-08-03,19,512880.SS;518880.SS;510180.SS
2023-09-01,19,518880.SS;159980.SZ;510880.SS
2023-10-10,19,510880.SS;515220.SS;515880.SS
2023-11-08,19,518880.SS;512290.SS;512980.SS
2023-12-07,19,518880.SS;515220.SS;512980.SS
2024-01-08,19,518880.SS;515220.SS;510880.SS
2024-02-06,19,510880.SS;518880.SS;515220.SS
2024-03-14,19,518880.SS;159980.SZ;515880.SS
2024-04-16,19,510880.SS;518880.SS;159980.SZ
2024-05-20,19,159980.SZ;518880.SS;510050.SS
2024-06-19,19,515880.SS;518880.SS;510880.SS
2024-07-18,19,518880.SS;510050.SS;510180.SS
2024-08-16,19,518880.SS;510050.SS;510880.SS
2024-09-18,19,518880.SS;159980.SZ;512880.SS
2024-10-24,19,515880.SS;518880.SS;512480.SS
2024-11-22,19,518880.SS;512980.SS;512480.SS
2024-12-23,19,512480.SS;512760.SS;518880.SS
2025-01-22,19,518880.SS;515880.SS;512480.SS
2025-02-28,19,518880.SS;512760.SS;512480.SS
2025-03-31,19,518880.SS;515210.SS;512480.SS
2025-04-30,19,518880.SS;512480.SS;512760.SS
2025-06-04,19,510880.SS;518880.SS;510050.SS
2025-07-03,19,510880.SS;515880.SS;510180.SS
2025-08-01,19,515880.SS;510500.SS;512980.SS
2025-09-01,19,159915.SZ;159949.SZ;510180.SS
2025-09-30,19,159915.SZ;510180.SS;510300.SS
2025-11-06,19,510880.SS;515210.SS;510050.SS
2025-12-05,19,159980.SZ;515880.SS;518880.SS
2026-01-07,19,159915.SZ;510180.SS;510500.SS
2026-02-05,19,159949.SZ;159915.SZ;510300.SS
2026-03-16,19,159915.SZ;159949.SZ;510880.SS
2026-04-15,19,159915.SZ;159949.SZ;510300.SS
2019-01-30,20,
2019-03-07,20,
2019-04-08,20,
2019-05-14,20,
2019-06-13,20,
2019-07-12,20,
2019-08-12,20,
2019-09-10,20,
2019-10-17,20,
2019-11-15,20,512010.SS;159949.SZ;510050.SS
2019-12-16,20,159915.SZ;159949.SZ;510300.SS
2020-01-15,20,159949.SZ;159915.SZ;510300.SS
2020-02-21,20,159915.SZ;159949.SZ;512660.SS
2020-03-23,20,512290.SS;159949.SZ;518880.SS
2020-04-22,20,512010.SS;512290.SS;518880.SS
2020-05-26,20,512010.SS;512290.SS;518880.SS
2020-06-24,20,159915.SZ;159949.SZ;512010.SS
2020-07-27,20,518880.SS;512010.SS;512290.SS
2020-08-25,20,510300.SS;512690.SS;510180.SS
2020-09-23,20,510180.SS;510300.SS;510050.SS
2020-10-30,20,512690.SS;510300.SS;159949.SZ
2020-11-30,20,159980.SZ;510180.SS;510300.SS
2020-12-29,20,510300.SS;512690.SS;510180.SS
2021-01-28,20,159949.SZ;159915.SZ;159980.SZ
2021-03-05,20,515220.SS;515210.SS;159980.SZ
2021-04-06,20,515220.SS;515210.SS;159980.SZ
2021-05-10,20,159980.SZ;510880.SS;515210.SS
2021-06-08,20,510500.SS;510880.SS;512170.SS
2021-07-08,20,512760.SS;159949.SZ;159915.SZ
2021-08-06,20,515220.SS;159949.SZ;510500.SS
2021-09-06,20,510500.SS;510880.SS;515220.SS
2021-10-14,20,159980.SZ;515220.SS;159949.SZ
2021-11-12,20,512660.SS;159949.SZ;159915.SZ
2021-12-13,20,159949.SZ;159915.SZ;512660.SS
2022-01-12,20,159980.SZ;510500.SS;512980.SS
2022-02-17,20,159980.SZ;515220.SS;518880.SS
2022-03-18,20,159980.SZ;515220.SS;518880.SS
2022-04-20,20,159980.SZ;515220.SS;510880.SS
2022-05-24,20,515220.SS;518880.SS;510880.SS
2022-06-23,20,159949.SZ;510500.SS;515220.SS
2022-07-22,20,512660.SS;510500.SS;515880.SS
2022-08-22,20,515220.SS;510500.SS;512660.SS
2022-09-21,20,515220.SS;510880.SS;512660.SS
2022-10-27,20,518880.SS;512660.SS;159980.SZ
2022-11-25,20,518880.SS;159980.SZ;510880.SS
2022-12-26,20,518880.SS;159980.SZ;512690.SS
2023-02-01,20,159980.SZ;518880.SS;512880.SS
2023-03-02,20,515880.SS;512980.SS;510880.SS
2023-03-31,20,512980.SS;518880.SS;515880.SS
2023-05-05,20,518880.SS;510880.SS;512980.SS
2023-06-05,20,515880.SS;518880.SS;512980.SS
2023-07-06,20,518880.SS;515880.SS;159980.SZ
2023-08-04,20,512880.SS;510180.SS;518880.SS
2023-09-04,20,518880.SS;159980.SZ;510880.SS
2023-10-11,20,510880.SS;515880.SS;515220.SS
2023-11-09,20,518880.SS;515220.SS;512290.SS
2023-12-08,20,518880.SS;512980.SS;515220.SS
2024-01-09,20,515220.SS;518880.SS;510880.SS
2024-02-07,20,515220.SS;510880.SS;518880.SS
2024-03-15,20,518880.SS;159980.SZ;515880.SS
2024-04-17,20,510880.SS;518880.SS;159980.SZ
2024-05-21,20,159980.SZ;510050.SS;510880.SS
2024-06-20,20,518880.SS;515880.SS;510880.SS
2024-07-19,20,510050.SS;518880.SS;512480.SS
2024-08-19,20,518880.SS;510880.SS;510050.SS
2024-09-19,20,518880.SS;159980.SZ;512880.SS
2024-10-25,20,515880.SS;512480.SS;518880.SS
2024-11-25,20,518880.SS;512980.SS;515210.SS
2024-12-24,20,512480.SS;512760.SS;510880.SS
2025-01-23,20,518880.SS;515880.SS;512480.SS
2025-03-03,20,518880.SS;515210.SS;512480.SS
2025-04-01,20,518880.SS;515210.SS;510500.SS
2025-05-06,20,518880.SS;512480.SS;512760.SS
2025-06-05,20,510880.SS;518880.SS;510050.SS
2025-07-04,20,510880.SS;510050.SS;510180.SS
2025-08-04,20,515880.SS;512980.SS;512660.SS
2025-09-02,20,510050.SS;512010.SS;512290.SS
2025-10-09,20,159915.SZ;159949.SZ;510050.SS
2025-11-07,20,510880.SS;515210.SS;510050.SS
2025-12-08,20,159980.SZ;515880.SS;159949.SZ
2026-01-08,20,510500.SS;512660.SS;512980.SS
2026-02-06,20,159915.SZ;159949.SZ;510500.SS
2026-03-17,20,159915.SZ;510880.SS;159949.SZ
2026-04-16,20,159915.SZ;159949.SZ;510300.SS
